,S.No,Comments,Label,enc_label,Label_hate,Label_non-hate,cleaned,transliterated_text
2688,HATE_3689,పొట్టతో ఉన్న సూడి గేదె ల ఉన్నవే ముక్కు,hate,0,1.0,0.0,పొట్టతో ఉన్న సూడి గేదె ల ఉన్నవే ముక్కు,పొట్టతో ఉన్న సూడి గేదె ల ఉన్నవే ముక్కు
2689,HATE_3690,టాలెంట్ ఉంది.. మంచి actress అనుకున్న... అర్బన్ నక్సల్ అని తెలిసింది,hate,0,1.0,0.0,టాలెంట్ ఉంది మంచి actress అనుకున్న అర్బన్ నక్సల్ అని తెలిసింది,టాలెంట్ ఉంది మంచి యాక్ట్రెస్ అనుకున్న అర్బన్ నక్సల్ అని తెలిసింది
2690,HATE_3691,బ్యూటిఫుల్ మేడం,non-hate,1,0.0,1.0,బ్యూటిఫుల్ మేడం,బ్యూటిఫుల్ మేడం
2691,HATE_3692,పండ్లు తింటే తప్పేముంది..అవి త్వరగా జీర్ణం అవుతాయి కదా,non-hate,1,0.0,1.0,పండ్లు తింటే తప్పేముందిఅవి త్వరగా జీర్ణం అవుతాయి కదా,పండ్లు తింటే తప్పేముందిఅవి త్వరగా జీర్ణం అవుతాయి కదా
2692,HATE_3693,ఎవరిష్టం వారిది పనికిమాలిన చిట్కాలు వేస్ట్ మనిషి వెయ్యి సంవత్సరాలు బతకడు ముందు అది తెలుసుకోండి,hate,0,1.0,0.0,ఎవరిష్టం వారిది పనికిమాలిన చిట్కాలు వేస్ట్ మనిషి వెయ్యి సంవత్సరాలు బతకడు ముందు అది తెలుసుకోండి,ఎవరిష్టం వారిది పనికిమాలిన చిట్కాలు వేస్ట్ మనిషి వెయ్యి సంవత్సరాలు బతకడు ముందు అది తెలుసుకోండి
2693,HATE_3694,హర మహాదేవ శంభో శంకర భోళా శంకర నమో నమః ఓం నమః శివాయ,non-hate,1,0.0,1.0,హర మహాదేవ శంభో శంకర భోళా శంకర నమో నమః ఓం నమః శివాయ,హర మహాదేవ శంభో శంకర భోళా శంకర నమో నమః ఓం నమః శివాయ
2694,HATE_3695,ఏడుకొండలవాడా వెంకటరమణా గోవిందా గోవిందా,non-hate,1,0.0,1.0,ఏడుకొండలవాడా వెంకటరమణా గోవిందా గోవిందా,ఏడుకొండలవాడా వెంకటరమణా గోవిందా గోవిందా
2695,HATE_3696,ఓం నమో వేంకటేశాయ,non-hate,1,0.0,1.0,ఓం నమో వేంకటేశాయ,ఓం నమో వేంకటేశాయ
2696,HATE_3697,Devuda intha hight undi ee ratham,non-hate,1,0.0,1.0,Devuda intha hight undi ee ratham,దేవుడా ఇంత హైట్ ఉంది ఈ రథం
2697,HATE_3698,OM SRI PAARVATIPATAYEE HARA HARA MAHADEVA SHAMBHO SHANKARA OM NAMAHA SHIVAYA,non-hate,1,0.0,1.0,OM SRI PAARVATIPATAYEE HARA HARA MAHADEVA SHAMBHO SHANKARA OM NAMAHA SHIVAYA,ఓమ్ శ్రీ పార్వతిపతయే హరా హరా మహాదేవ శంభో శంకర ఓమ్ నమహా శివాయ
2698,HATE_3699,"Prabhas ki super jodi,,,arabian bread vastundi",non-hate,1,0.0,1.0,Prabhas ki super jodiarabian bread vastundi,ప్రభాస్ కి సూపర్ జోడియారాబియన్ బ్రెడ్ వస్తుంది
2699,HATE_3700,Really ANUSKA mam mee ku naa brother biggest fan ,non-hate,1,0.0,1.0,Really ANUSKA mam mee ku naa brother biggest fan,రియల్ అనుస్క మామ్ మీ కు నా బ్రదర్ బిగ్గెస్ట్ ఫాన్
2700,HATE_3701,అందానికి Adress అనుష్క,non-hate,1,0.0,1.0,అందానికి Adress అనుష్క,అందానికి అడ్రెస్ అనుష్క
2701,HATE_3702,ఆంధ్రప్రదేశ్ ప్రజలు మారాలని మార్పు రావాలని కోరుకుంటున్నాను,non-hate,1,0.0,1.0,ఆంధ్రప్రదేశ్ ప్రజలు మారాలని మార్పు రావాలని కోరుకుంటున్నాను,ఆంధ్రప్రదేశ్ ప్రజలు మారాలని మార్పు రావాలని కోరుకుంటున్నాను
2702,HATE_3703,"భగవంతుడి దయ, ప్రజల ఆశీస్సులు ఎప్పుడూ ఉండాలి ",non-hate,1,0.0,1.0,భగవంతుడి దయ ప్రజల ఆశీస్సులు ఎప్పుడూ ఉండాలి,భగవంతుడి దయ ప్రజల ఆశీస్సులు ఎప్పుడూ ఉండాలి
2703,HATE_3704,ఈ సారి ప్రతి ఒక్కరూ జనసేన కి మీ విలువైన ఓటు వేయండి,non-hate,1,0.0,1.0,ఈ సారి ప్రతి ఒక్కరూ జనసేన కి మీ విలువైన ఓటు వేయండి,ఈ సారి ప్రతి ఒక్కరూ జనసేన కి మీ విలువైన ఓటు వేయండి
2704,HATE_3705,మాకు ప్రాబ్లెమ్ వస్తే ఢిల్లీ వెళ్ళాము ఢిల్లీ మా దగ్గరకు వస్తుంది మాట మీద నిలబెట్టుకున్నావు అన్నయ్య ,non-hate,1,0.0,1.0,మాకు ప్రాబ్లెమ్ వస్తే ఢిల్లీ వెళ్ళాము ఢిల్లీ మా దగ్గరకు వస్తుంది మాట మీద నిలబెట్టుకున్నావు అన్నయ్య,మాకు ప్రాబ్లెమ్ వస్తే ఢిల్లీ వెళ్ళాము ఢిల్లీ మా దగ్గరకు వస్తుంది మాట మీద నిలబెట్టుకున్నావు అన్నయ్య
2705,HATE_3706,దీనమ్మ జీవితం జాబ్ లు వొదిలేసి నీతో వొచ్చి పోరాటాలు చేయాలి అన్పిస్తుంది అన్నా,non-hate,1,0.0,1.0,దీనమ్మ జీవితం జాబ్ లు వొదిలేసి నీతో వొచ్చి పోరాటాలు చేయాలి అన్పిస్తుంది అన్నా,దీనమ్మ జీవితం జాబ్ లు వొదిలేసి నీతో వొచ్చి పోరాటాలు చేయాలి అన్పిస్తుంది అన్నా
2706,HATE_3707,​జై మోది జై పవర్ స్టార్ జై బీజేపీ జై జనసేన,non-hate,1,0.0,1.0,​జై మోది జై పవర్ స్టార్ జై బీజేపీ జై జనసేన,​జై మోది జై పవర్ స్టార్ జై బీజేపీ జై జనసేన
2707,HATE_3708,మోడీ గా డే ఏమి పీక లేడు నివ్వు ఎంత,hate,0,1.0,0.0,మోడీ గా డే ఏమి పీక లేడు నివ్వు ఎంత,మోడీ గా డే ఏమి పీక లేడు నివ్వు ఎంత
2708,HATE_3709,"​స్టీల్ ప్లాంట్, మరియు షిపయార్డ్ ప్రైవేట్ వెక్తులుకు, అమ్మటానికి వస్తున్నాడు.",hate,0,1.0,0.0,​స్టీల్ ప్లాంట్ మరియు షిపయార్డ్ ప్రైవేట్ వెక్తులుకు అమ్మటానికి వస్తున్నాడు,​స్టీల్ ప్లాంట్ మరియు షిపయార్డ్ ప్రైవేట్ వెక్తులుకు అమ్మటానికి వస్తున్నాడు
2709,HATE_3710," ద్రోహం చేసింది,నిజంగా ఏపీ ఉసురు బీజేపీకి,మోడీకి తగులుతుంది.",hate,0,1.0,0.0,ద్రోహం చేసిందినిజంగా ఏపీ ఉసురు బీజేపీకిమోడీకి తగులుతుంది,ద్రోహం చేసిందినిజంగా ఏపీ ఉసురు బీజేపీకిమోడీకి తగులుతుంది
2710,HATE_3711,"​అయినా, వైకాపా, భాజపా దోస్తీ నడుస్తూనే ఉంటుంది.",hate,0,1.0,0.0,​అయినా వైకాపా భాజపా దోస్తీ నడుస్తూనే ఉంటుంది,​అయినా వైకాపా భాజపా దోస్తీ నడుస్తూనే ఉంటుంది
2711,HATE_3712,"​అసలు ఆంధ్రప్రదేశ్ బిజెపి అధ్యక్షుడు మన ముఖ్యమంత్రే , వీర్రాజు కేవలం తోకమీద ఈక మాత్రమే",hate,0,1.0,0.0,​అసలు ఆంధ్రప్రదేశ్ బిజెపి అధ్యక్షుడు మన ముఖ్యమంత్రే వీర్రాజు కేవలం తోకమీద ఈక మాత్రమే,​అసలు ఆంధ్రప్రదేశ్ బిజెపి అధ్యక్షుడు మన ముఖ్యమంత్రే వీర్రాజు కేవలం తోకమీద ఈక మాత్రమే
2712,HATE_3713,"తల్లి నువ్వు నవ్వొద్దు, ఆ ముఖంలో మూతి తప్ప ఏమి కనిపించదు మాకు",hate,0,1.0,0.0,తల్లి నువ్వు నవ్వొద్దు ఆ ముఖంలో మూతి తప్ప ఏమి కనిపించదు మాకు,తల్లి నువ్వు నవ్వొద్దు ఆ ముఖంలో మూతి తప్ప ఏమి కనిపించదు మాకు
2713,HATE_3714,అమ్మో నోరేంటి అమ్మ అంత ఉంది  ,hate,0,1.0,0.0,అమ్మో నోరేంటి అమ్మ అంత ఉంది,అమ్మో నోరేంటి అమ్మ అంత ఉంది
2714,HATE_3715,నిత్యానంద బాబా లెక్క ...జగన్ బాబా ఆశ్రమం ఒకటి పెట్టుకుంటే రోజూ మంచి మంచి ఆశీర్వాదాలు తీసుకోవచ్చు మీరు,hate,0,1.0,0.0,నిత్యానంద బాబా లెక్క జగన్ బాబా ఆశ్రమం ఒకటి పెట్టుకుంటే రోజూ మంచి మంచి ఆశీర్వాదాలు తీసుకోవచ్చు మీరు,నిత్యానంద బాబా లెక్క జగన్ బాబా ఆశ్రమం ఒకటి పెట్టుకుంటే రోజూ మంచి మంచి ఆశీర్వాదాలు తీసుకోవచ్చు మీరు
2715,HATE_3716,లుంగీ బాబా ఆశీర్వాదం ,hate,0,1.0,0.0,లుంగీ బాబా ఆశీర్వాదం,లుంగీ బాబా ఆశీర్వాదం
2716,HATE_3717,జగన్న స్వామి ఆశీర్వాదాలు దరిద్రం,hate,0,1.0,0.0,జగన్న స్వామి ఆశీర్వాదాలు దరిద్రం,జగన్న స్వామి ఆశీర్వాదాలు దరిద్రం
2717,HATE_3718,అబ్బ అబ్బ ఎం యాక్టింగ్ సూపర్ సినిమా లో నటిస్తే ఆస్కార్ గ్యారంటీ ,hate,0,1.0,0.0,అబ్బ అబ్బ ఎం యాక్టింగ్ సూపర్ సినిమా లో నటిస్తే ఆస్కార్ గ్యారంటీ,అబ్బ అబ్బ ఎం యాక్టింగ్ సూపర్ సినిమా లో నటిస్తే ఆస్కార్ గ్యారంటీ
2718,HATE_3719,కళ్లుమొక్కి పదములు తెచ్చుకోవాల వీలు మంత్రులు,hate,0,1.0,0.0,కళ్లుమొక్కి పదములు తెచ్చుకోవాల వీలు మంత్రులు,కళ్లుమొక్కి పదములు తెచ్చుకోవాల వీలు మంత్రులు
2719,HATE_3720,"Me ఇద్దరు వల్ల ఏపీ లో ఆడవాళ్ళ పరువు పోయింది, పదవి కోసం ఎంతకైనా దిగజారే బ్రతుకులు మీవి",hate,0,1.0,0.0,Me ఇద్దరు వల్ల ఏపీ లో ఆడవాళ్ళ పరువు పోయింది పదవి కోసం ఎంతకైనా దిగజారే బ్రతుకులు మీవి,మే ఇద్దరు వల్ల ఏపీ లో ఆడవాళ్ళ పరువు పోయింది పదవి కోసం ఎంతకైనా దిగజారే బ్రతుకులు మీవి
2720,HATE_3721,E song correct గా సెట్ చేశావ్ బాయ్యానికు నవ్వలేక చచ్చిపోతున్నాను,non-hate,1,0.0,1.0,E song correct గా సెట్ చేశావ్ బాయ్యానికు నవ్వలేక చచ్చిపోతున్నాను,ఇ సాంగ్ కరెక్ట్ గా సెట్ చేశావ్ బాయ్యానికు నవ్వలేక చచ్చిపోతున్నాను
2721,HATE_3722,ముద్దు పెడదాం అనుకోని ముందు కి పోయి మళ్ళీ ఆగిపోయాడు,hate,0,1.0,0.0,ముద్దు పెడదాం అనుకోని ముందు కి పోయి మళ్ళీ ఆగిపోయాడు,ముద్దు పెడదాం అనుకోని ముందు కి పోయి మళ్ళీ ఆగిపోయాడు
2722,HATE_3723,పెద్ద పీఠాధిపతి లాగా అందరికి ఆశీర్వాదం ఇస్తున్నాడుగా,hate,0,1.0,0.0,పెద్ద పీఠాధిపతి లాగా అందరికి ఆశీర్వాదం ఇస్తున్నాడుగా,పెద్ద పీఠాధిపతి లాగా అందరికి ఆశీర్వాదం ఇస్తున్నాడుగా
2723,HATE_3724,నిత్యానందస్వామి ఆశీర్వాదం అందుకున్నా జబర్దస్ట్ రాణి,hate,0,1.0,0.0,నిత్యానందస్వామి ఆశీర్వాదం అందుకున్నా జబర్దస్ట్ రాణి,నిత్యానందస్వామి ఆశీర్వాదం అందుకున్నా జబర్దస్ట్ రాణి
2724,HATE_3725,నీ ఫ్యామిలీ లేడీస్ ను ఎవడైనా రోడ్డు మీదా ఇలా చేస్తే ఏంచేస్తాం బ్రో.,hate,0,1.0,0.0,నీ ఫ్యామిలీ లేడీస్ ను ఎవడైనా రోడ్డు మీదా ఇలా చేస్తే ఏంచేస్తాం బ్రో,నీ ఫ్యామిలీ లేడీస్ ను ఎవడైనా రోడ్డు మీదా ఇలా చేస్తే ఏంచేస్తాం బ్రో
2725,HATE_3726,దున్న దున్న మామిడి,hate,0,1.0,0.0,దున్న దున్న మామిడి,దున్న దున్న మామిడి
2726,HATE_3727,ఆ పటుకోవడం లోపలికి వెళ్లి పటుకొర బాబూ రూంలో కూర్చుని పనిచేసేయి,hate,0,1.0,0.0,ఆ పటుకోవడం లోపలికి వెళ్లి పటుకొర బాబూ రూంలో కూర్చుని పనిచేసేయి,ఆ పటుకోవడం లోపలికి వెళ్లి పటుకొర బాబూ రూంలో కూర్చుని పనిచేసేయి
2727,HATE_3728,100 kgs rice bag Ni pyna chesukoni cheste super Ga vuntaadi,hate,0,1.0,0.0,100 kgs rice bag Ni pyna chesukoni cheste super Ga vuntaadi,౧౦౦ కేజీఎస్ రైస్ బాగ్ ని పైనా చేసుకొని చేస్తే సూపర్ గా వుంటాది
2728,HATE_3729,బ్లాక్ సారీ లో బాగుంది,non-hate,1,0.0,1.0,బ్లాక్ సారీ లో బాగుంది,బ్లాక్ సారీ లో బాగుంది
2729,HATE_3730,మొత్తానికి యూట్యూబ్ నే కాపురం చేయరా మీకు మా బుద్ధిలకు మానాల్లో లేదు,hate,0,1.0,0.0,మొత్తానికి యూట్యూబ్ నే కాపురం చేయరా మీకు మా బుద్ధిలకు మానాల్లో లేదు,మొత్తానికి యూట్యూబ్ నే కాపురం చేయరా మీకు మా బుద్ధిలకు మానాల్లో లేదు
2730,HATE_3731,ఎందుకు అల్యసాO చేస్తునవు పేటక ,hate,0,1.0,0.0,ఎందుకు అల్యసాO చేస్తునవు పేటక,ఎందుకు అల్యసాఓ చేస్తునవు పేటక
2731,HATE_3732,గుద్దు గుద్దు మామిడి,hate,0,1.0,0.0,గుద్దు గుద్దు మామిడి,గుద్దు గుద్దు మామిడి
2732,HATE_3733,Ee momment ki nizam gaa aricham,non-hate,1,0.0,1.0,Ee momment ki nizam gaa aricham,ఈ మొమెంట్ కి నిజాం గా అరిచాం
2733,HATE_3734,నితిన్ . కృష్ణ స్టెప్పులు వేస్తున్నాడు కదా,non-hate,1,0.0,1.0,నితిన్ కృష్ణ స్టెప్పులు వేస్తున్నాడు కదా,నితిన్ కృష్ణ స్టెప్పులు వేస్తున్నాడు కదా
2734,HATE_3735,ఎక్కడికి పోతోంది మన సంస్కృతి,non-hate,1,0.0,1.0,ఎక్కడికి పోతోంది మన సంస్కృతి,ఎక్కడికి పోతోంది మన సంస్కృతి
2735,HATE_3736,Kriti garu miru na favourite heroine,non-hate,1,0.0,1.0,Kriti garu miru na favourite heroine,కృతి గారు మీరు నా ఫేవరైట్ హీరోయిన్
2736,HATE_3737,"పులులు, సింహాలకు కూడా భయపడరు.. కానీ రాజకీయ నాయకులకు మాత్రం లాగులు తడుపుకుంటారు... ఎందుకో మరి..",hate,0,1.0,0.0,పులులు సింహాలకు కూడా భయపడరు కానీ రాజకీయ నాయకులకు మాత్రం లాగులు తడుపుకుంటారు ఎందుకో మరి,పులులు సింహాలకు కూడా భయపడరు కానీ రాజకీయ నాయకులకు మాత్రం లాగులు తడుపుకుంటారు ఎందుకో మరి
2737,HATE_3738,"అవసరం అయినప్పుడు ప్రాణాలు కి తెగించి పోరాడుతారు మన ఆంద్రప్రదేశ్ పోలీసులు, ఫారెస్ట్ ఆఫీసర్స్. గ్రేట్",non-hate,1,0.0,1.0,అవసరం అయినప్పుడు ప్రాణాలు కి తెగించి పోరాడుతారు మన ఆంద్రప్రదేశ్ పోలీసులు ఫారెస్ట్ ఆఫీసర్స్ గ్రేట్,అవసరం అయినప్పుడు ప్రాణాలు కి తెగించి పోరాడుతారు మన ఆంద్రప్రదేశ్ పోలీసులు ఫారెస్ట్ ఆఫీసర్స్ గ్రేట్
2738,HATE_3739,పోలీస్ ఫారెస్ట్ డిపార్ట్మెంట్ 2కలసి పోరాడారు పాపం దాని బారి నుండి ప్రజల్ని,non-hate,1,0.0,1.0,పోలీస్ ఫారెస్ట్ డిపార్ట్మెంట్ 2కలసి పోరాడారు పాపం దాని బారి నుండి ప్రజల్ని,పోలీస్ ఫారెస్ట్ డిపార్ట్మెంట్ ౨కలసి పోరాడారు పాపం దాని బారి నుండి ప్రజల్ని
2739,HATE_3740,గ్రేట్ సార్ రియల్ ఫైట్,non-hate,1,0.0,1.0,గ్రేట్ సార్ రియల్ ఫైట్,గ్రేట్ సార్ రియల్ ఫైట్
2740,HATE_3741,యెల్లో కాలర్ టీషర్ట్ అతను సూపర్,non-hate,1,0.0,1.0,యెల్లో కాలర్ టీషర్ట్ అతను సూపర్,యెల్లో కాలర్ టీషర్ట్ అతను సూపర్
2741,HATE_3742,ఒక్క చిరుత పులి కోసం ఎంత మంది చూడండి.,non-hate,1,0.0,1.0,ఒక్క చిరుత పులి కోసం ఎంత మంది చూడండి,ఒక్క చిరుత పులి కోసం ఎంత మంది చూడండి
2742,HATE_3743,హ్యట్సాఫ్ పోలీస్ సర్,non-hate,1,0.0,1.0,హ్యట్సాఫ్ పోలీస్ సర్,హ్యట్సాఫ్ పోలీస్ సర్
2743,HATE_3744,ఇక్కడ పట్టుకున్నది పోలీస్ వాళ్ళు కాదు.... Forest Deparment వాళ్ళు..,non-hate,1,0.0,1.0,ఇక్కడ పట్టుకున్నది పోలీస్ వాళ్ళు కాదు Forest Deparment వాళ్ళు,ఇక్కడ పట్టుకున్నది పోలీస్ వాళ్ళు కాదు ఫారెస్ట్ డిపార్మెంట్ వాళ్ళు
2744,HATE_3745,పోలీస్ డిపర్ట్మెంట్ కి ధన్యవాదాలు,non-hate,1,0.0,1.0,పోలీస్ డిపర్ట్మెంట్ కి ధన్యవాదాలు,పోలీస్ డిపర్ట్మెంట్ కి ధన్యవాదాలు
2745,HATE_3746,పాప నడుము సన్నగా బాగుంటుంది ,non-hate,1,0.0,1.0,పాప నడుము సన్నగా బాగుంటుంది,పాప నడుము సన్నగా బాగుంటుంది
2746,HATE_3747,గుద్ధుర గట్టిగ...,hate,0,1.0,0.0,గుద్ధుర గట్టిగ,గుద్ధుర గట్టిగ
2747,HATE_3748,మొటిమలకు మందు పని చేస్తున్నట్టు ఉందిగా,non-hate,1,0.0,1.0,మొటిమలకు మందు పని చేస్తున్నట్టు ఉందిగా,మొటిమలకు మందు పని చేస్తున్నట్టు ఉందిగా
2748,HATE_3749,ఇలాంటి b grade acting లకు మాత్రమే పనికి వస్తుంది,hate,0,1.0,0.0,ఇలాంటి b grade acting లకు మాత్రమే పనికి వస్తుంది,ఇలాంటి బ్ గ్రేడ్ యాక్టింగ్ లకు మాత్రమే పనికి వస్తుంది
2749,HATE_3750,మేకప్ లోనే ఇలా ఉందంటే మేకప్ లేకుండా ఎలా ఉంటుంది,hate,0,1.0,0.0,మేకప్ లోనే ఇలా ఉందంటే మేకప్ లేకుండా ఎలా ఉంటుంది,మేకప్ లోనే ఇలా ఉందంటే మేకప్ లేకుండా ఎలా ఉంటుంది
2750,HATE_3751,రోజా నా ముందుకి వచ్చి చూపించు నీ మిడిల్ ఫింగర్ ,hate,0,1.0,0.0,రోజా నా ముందుకి వచ్చి చూపించు నీ మిడిల్ ఫింగర్,రోజా నా ముందుకి వచ్చి చూపించు నీ మిడిల్ ఫింగర్
2751,HATE_3752,Dhani pandhi moham chusi shock avuthada,hate,0,1.0,0.0,Dhani pandhi moham chusi shock avuthada,ధని పంది మొహం చూసి షాక్ అవుతాడా
2752,HATE_3753,"ఈ దిబ్బ మొహం దాన్ని దూరం నుంచి చేస్తేనే షాక్ అవతరు,",hate,0,1.0,0.0,ఈ దిబ్బ మొహం దాన్ని దూరం నుంచి చేస్తేనే షాక్ అవతరు,ఈ దిబ్బ మొహం దాన్ని దూరం నుంచి చేస్తేనే షాక్ అవతరు
2753,HATE_3754,సూపర్ ఫాస్ట్ ప్రధాన మంత్రి గారు సూపర్ ఫాస్ట్,non-hate,1,0.0,1.0,సూపర్ ఫాస్ట్ ప్రధాన మంత్రి గారు సూపర్ ఫాస్ట్,సూపర్ ఫాస్ట్ ప్రధాన మంత్రి గారు సూపర్ ఫాస్ట్
2754,HATE_3755,సంతోషించదగ్గ మరియు గర్వించదగ్గ విషయం. ,non-hate,1,0.0,1.0,సంతోషించదగ్గ మరియు గర్వించదగ్గ విషయం,సంతోషించదగ్గ మరియు గర్వించదగ్గ విషయం
2755,HATE_3756,డిజిటల్ రూపీ మొదట హోల్ సేల్ & రిటైలర్స్....ఇంకా ఫ్యాక్టరీ ల్లో విధిగా అమలు చేయాలి,non-hate,1,0.0,1.0,డిజిటల్ రూపీ మొదట హోల్ సేల్ రిటైలర్స్ఇంకా ఫ్యాక్టరీ ల్లో విధిగా అమలు చేయాలి,డిజిటల్ రూపీ మొదట హోల్ సేల్ రిటైలర్స్ఇంకా ఫ్యాక్టరీ ల్లో విధిగా అమలు చేయాలి
2756,HATE_3757,Super ఈ నిర్ణయం వలన బ్లాక్ మనీ పూర్తిగా అరికట్టవచ్చు,non-hate,1,0.0,1.0,Super ఈ నిర్ణయం వలన బ్లాక్ మనీ పూర్తిగా అరికట్టవచ్చు,సూపర్ ఈ నిర్ణయం వలన బ్లాక్ మనీ పూర్తిగా అరికట్టవచ్చు
2757,HATE_3758,క్యాష్ కౌంటర్ క్యాష్యర్ కు పని బాగ తగ్గ తుంది,non-hate,1,0.0,1.0,క్యాష్ కౌంటర్ క్యాష్యర్ కు పని బాగ తగ్గ తుంది,క్యాష్ కౌంటర్ క్యాష్యర్ కు పని బాగ తగ్గ తుంది
2758,HATE_3759,సులభంగా స్వస్ బ్యాంక్ లో జమ చేసుకోవచ్చు అనుకుంటా....,non-hate,1,0.0,1.0,సులభంగా స్వస్ బ్యాంక్ లో జమ చేసుకోవచ్చు అనుకుంటా,సులభంగా స్వస్ బ్యాంక్ లో జమ చేసుకోవచ్చు అనుకుంటా
2759,HATE_3760,అవినీతి ఇంకా డబల్ అవుతుంది,non-hate,1,0.0,1.0,అవినీతి ఇంకా డబల్ అవుతుంది,అవినీతి ఇంకా డబల్ అవుతుంది
2760,HATE_3761,Mana account lo amount unte adi digital rupee kada?,non-hate,1,0.0,1.0,Mana account lo amount unte adi digital rupee kada,మన అకౌంట్ లో అమౌంట్ ఉంటే అది డిజిటల్ రూపీ కాడ
2761,HATE_3762,టెక్నాలజీ పెరిగిన కొద్ది సెఫ్టి తగ్గుతుంది. హెకర్స్ సులభంగా దోచుకుంటున్నారు,non-hate,1,0.0,1.0,టెక్నాలజీ పెరిగిన కొద్ది సెఫ్టి తగ్గుతుంది హెకర్స్ సులభంగా దోచుకుంటున్నారు,టెక్నాలజీ పెరిగిన కొద్ది సెఫ్టి తగ్గుతుంది హెకర్స్ సులభంగా దోచుకుంటున్నారు
2762,HATE_3763,త్వరలోనే పవన్ కళ్యాణ్ గారు ముఖ్యమంత్రి కాబోతున్నారు,non-hate,1,0.0,1.0,త్వరలోనే పవన్ కళ్యాణ్ గారు ముఖ్యమంత్రి కాబోతున్నారు,త్వరలోనే పవన్ కళ్యాణ్ గారు ముఖ్యమంత్రి కాబోతున్నారు
2763,HATE_3764,అందరూ ఓట్లు రిజిస్టర్ చేసుకోండి మిత్రులారా ఓటు ఫర్ జనసేన పార్టీ ఒక అవకాశం ఇవండీ పవన్ కళ్యాణ్ అన్న రావాలి పాలనా మారాలి,non-hate,1,0.0,1.0,అందరూ ఓట్లు రిజిస్టర్ చేసుకోండి మిత్రులారా ఓటు ఫర్ జనసేన పార్టీ ఒక అవకాశం ఇవండీ పవన్ కళ్యాణ్ అన్న రావాలి పాలనా మారాలి,అందరూ ఓట్లు రిజిస్టర్ చేసుకోండి మిత్రులారా ఓటు ఫర్ జనసేన పార్టీ ఒక అవకాశం ఇవండీ పవన్ కళ్యాణ్ అన్న రావాలి పాలనా మారాలి
2764,HATE_3765,మార్పు కోసం ప్రయత్నిస్తున్న మా అన్నకి ఓటు వేస్తాం,non-hate,1,0.0,1.0,మార్పు కోసం ప్రయత్నిస్తున్న మా అన్నకి ఓటు వేస్తాం,మార్పు కోసం ప్రయత్నిస్తున్న మా అన్నకి ఓటు వేస్తాం
2765,HATE_3766,avunu 8yers taravatha avakasam vachindhi matladaniki prajala kosam Mila kallu pattukovadaniki kadhu,non-hate,1,0.0,1.0,avunu 8yers taravatha avakasam vachindhi matladaniki prajala kosam Mila kallu pattukovadaniki kadhu,అవును ౮యర్స్ తరవాత అవకాశం వచ్చింది మాట్లాడానికి ప్రజల కోసం మిలా కళ్ళు పట్టుకోవడానికి కాదు
2766,HATE_3767,​nanu ok karya karta ga chaputunnu anna e sari matram pakka power Star cm jai janasena  Srikakulam,non-hate,1,0.0,1.0,​nanu ok karya karta ga chaputunnu anna e sari matram pakka power Star cm jai janasena Srikakulam,​నాను ఒక్ కార్య కర్త గా చపుతున్ను అన్న ఇ సారి మాత్రం పక్క పవర్ స్టార్ సీఎం జై జనసేన శ్రీకాకుళం
2767,HATE_3768,​mana alochana. mana mundhu unna tarala bavisathu mana mida adhara padi undhi,non-hate,1,0.0,1.0,​mana alochana mana mundhu unna tarala bavisathu mana mida adhara padi undhi,​మన ఆలోచన మన ముందు ఉన్న తరల బావిసతూ మన మిద ఆధార పది ఉంది
2768,HATE_3769,​okari mida estam too alochinchakandi okari mida dweasam too kuda alochinchakandi,non-hate,1,0.0,1.0,​okari mida estam too alochinchakandi okari mida dweasam too kuda alochinchakandi,​ఒకరి మిద ఏస్తాం టూ ఆలోచించకండి ఒకరి మిద ద్వేషం టూ కూడా ఆలోచించకండి
2769,HATE_3770,okati yeppudu yevarini takkuva chesi matladakudadhu ... prethi okkaru prjalake Pani cheyyali kabatti vallu yentha varuku. Pani chestunnaru Ani alochinchiste manchidhi,non-hate,1,0.0,1.0,okati yeppudu yevarini takkuva chesi matladakudadhu prethi okkaru prjalake Pani cheyyali kabatti vallu yentha varuku Pani chestunnaru Ani alochinchiste manchidhi,ఒకటి ఎప్పుడు ఎవరిని తక్కువ చేసి మాట్లాడకూడదు ప్రేతి ఒక్కరు ప్రజలకే పని చెయ్యాలి కాబట్టి వాళ్ళు ఎంత వరుకు పని చేస్తున్నారు అని ఆలోచించిస్తే మంచిది
2770,HATE_3771,​a bayam unte villu paripala tinnaga cheste sari ponu,hate,0,1.0,0.0,​a bayam unte villu paripala tinnaga cheste sari ponu,​అ బయం ఉంటే విల్లు పరిపాల తిన్నగా చేస్తే సారి పోను
2771,HATE_3772,​political fit kakapothe bayapadatam endukandi,hate,0,1.0,0.0,​political fit kakapothe bayapadatam endukandi,​పొలిటికల్ ఫిట్ కాకపోతే బయపడటం ఎందుకండి
2772,HATE_3773,ఈ పాట ఎంత మందికి ఇష్టం...ఎన్ని సార్లు విన్నా మళ్లీ మళ్లీ వినాలనిపిస్తుంది ,non-hate,1,0.0,1.0,ఈ పాట ఎంత మందికి ఇష్టంఎన్ని సార్లు విన్నా మళ్లీ మళ్లీ వినాలనిపిస్తుంది,ఈ పాట ఎంత మందికి ఇష్టంఎన్ని సార్లు విన్నా మళ్లీ మళ్లీ వినాలనిపిస్తుంది
