,Text,enc_label
3198,meeru thedaa gaa kanipistunnaru,0
3199,ycheepi goondaalaki bhayam start ayyindi edavalu kii,0
3200,cinema shooting kuu avasaram anukuntaandulo seen kosam ilah chesinadu kaaru meeda panukovadam overaction erri p gaadu,0
3201,maaku camen sense undaa bandha edava anni ardam avtunnai miku ardam avudi election ina tarvaata,0
3202,ii aandhra thanos and paytm batch piccheakki elanti panulu chestunnaru poya kaalam dagera padindi,0
3203,shooting lekha mind dobbindi court should consider this issue if students take himm as inspiration then what will happen is it correct pls consider it,0
3204,hello paytm s meeku okkadi paguluddi,0
3205,konderri puck channel lae unde,0
3206,poyekaalam daggariki vaste alaage matladutaru matladandi,0
3207,ayya ikkadiki vochi 5rs teesukuni moragandi inca,0
3208,poraa neeeeeeeeeee nekanna pedha vunmadhi untara ambati,0
3209,ilanti picchi patina vaalla gurinchi matladatam enduku ambati gaaruvadileyandi,0
3210,elangana prabhutvam anduna point kalyan vadi amma nee dengina prabhutvam kaadaa noo doubt,0
3211,kaar top medhegaa kuurchuni vachindi mea araganta aanteemedha kuurchuni kaadu gaa may fance tega feel aipothu support chestnaru manchi aatagaadive,0
3212,marry taamaaru evarri thokanu pattukunnaru mahaseya abatti,0
3213,meeru ilaage sakshi mundhe vuntaaru okasari bayatiki velthe nee batuku ento prajalu telustaaru velli chuudu,0
3214,picchi pattinattundi peeke kii aaa p arachekam jaragabotundi ani anipistundi naaku,0
3215,vadi puttuka lopam,0
3216,ee galli gaadu oogipotunnadusinma shooting anukunnademo,0
3217,sanivaaram nadu shani gaadu vacchaadu mana rashtraniki,0
3218,konchum thedaa kaadu chaalaa thedaa after 2024 elections 25 paise direct flight too masco russia too bikam president of russia package changed frame rs 250 cr too rs 1000 cr,0
3219,picchi kukka tho pillasainiks jai paytm pillasainiks,0
3220,siggoo vundaali mokaniki lae,0
3221,siggu undaali raa,0
3222,nuvvu vastaavu em matladatavo neke teledu thedhaa gaa,0
3223,neevi picchi kekalu,0
3224,nuv pani cheeraa babu mundu eppudu vaerae mulla meda padi edustav,0
3225,babu aambothu ramubabu garu maaru matladevi enti ayina meekanna unmaadulu evarunnaaru netho padi mandi daakaa untaaru malli choopinchu antaaru enti,0
3226,sir paapam tagivachadutagubhotoduvi sirsir maa gully loo oka drinker same too same peeke laagane vunttaduvaadu vadi katingthu,0
3227,pavala picchi cookabiscutes kosam vachindoyee,0
3228,nuv matladina vaste raa,0
3229,nikanna kukkaha laeru,0
3230,apara tagubotu abbati,0
3231,sully raa,0
3232,nuve thedagaa mataladutunav,0
3233,babu oo rambabu nuve saa naaki pothuv babu,0
3234,andarikee ardhamayye bhaashalo chaalaa baagaa matladaru sear,1
3235,mea mata tiru chaalaa baguntadi sy,1
3236,super saar meeru chaalaa baagaa matladaru saar,1
3237,madhusudhan anna assembly ayina biota ayina mea speech kii memu eppatikee abhimaanulame,1
3238,simham nidra lechindi okkokadiki okkokadiki jolapadalevu,1
3239,atla vuntadi maalaa manathoni maamula undadu,1
3240,super medam baagaa chepparu,1
3241,roja chaalaa tappa chesindi inca chestundi,1
3242,maydom meelanti vaaru ee sosaiteeki kaavaali,1
3243,nizam nirbhayamga adigaru medam thankue medam maha news medam gaariki dhanyavaadaalu,1
3244,tattaa bhutta sardukoni ready gundu jagan reddy time ayipoyindi,0
3245,evaru emi kunta panini emicheyaleru mana nayukudu vapajalamchikori vaadu anduku devudu thoduntaadu,1
3246,entha cute couple abba,1
3247,akka this is just naa birthday akka ninna and this veediyo makes may laugh little harder u guys aar best,1
3248,meeru nijamgaa maid fore each other asalu my vlogs vanmo navvi navvi naa kallalo nunchi water vachesindi hope you will doe more and more videos,1
3249,geethu first naavu over action vaadu ok ah pubic kay over action vaadu ok naavu coda same,0
3250,peetha … idoka lavada loo buildup,0
3251,ipudu kuuda thana tappulu oppukovatam ledhu picchi munda,0
3252,gitakka performance maatram aapadam ledhu gaymental dhi,0
3253,geethu kii correct mogudu shiva dimma tirigindi geethu kii,0
3254,next faima ee position loki ravali support lekunda game aadatledu worst gaa behave chestundi,0
3255,next faima ee position loki ravali support lekunda game aadatledu worst gaa behave chestundi aha erri puku dhi,0
3256,ginnelu neenu eppudu kadagaledu annapudu vvdo play chesinappudu geethoo moham chudali kothi lae pettindi moham,0
3257,geethu nee frist eliminate cheyyandi marry ante marry chestundi edhi pedha over action toy aindi raa babu,0
3258,satya over action ekuva aindi arjun paina paapam vadi affection kuudaa content laga teesukundi,0
3259,ammai maya lae paaditi elaa madhyala out aavatam paapam bully aayipoyaadu pilla puku gaadu,0
3260,mustache kosam white chesi untaaduinni rojulu ee veediyo cheyadaanikientainaa nae dedication kii hots off brow,1
3261,tamaru cheppindi correct gaa paatisthe yea samasyalu undavuannagaaru baagaa chepparu kethireddy annagaru,1
3262,abba chaalaa hundaagaa chepparu saar mitrulara matlade vidhaanamlo mana kodali kannah best kadhaa…,1
3263,bowling varast indian team dhi,0
3264,final england gelawali all dhi best england team 2022 england winner,1
3265,cup pakistan dhee adrushtam kalisi vachindi all they best pakistan,1
3266,england match gelichindi viratsky and hardik hrudayaalu gelichaaru anthe,1
3267,ipl kii best mana polyers international matches enduku vaste,0
3268,kanisam okka wicket kuuda teeyaledu vaste gaalu,0
3269,medam garu meeru matladindi 100 correct medam garu hots off too yu medam garu,1
3270,vijay devarakonda gurinchi cheppindi chaalaa perfect gaa chepparu maydom,1
3271,priya garu meeru chesina comment chaalaa baagunnadi ilanti vaaru telusukovali dhanya vaadaalu,1
3272,amma amma emundi sinimaalanu kanna idhe baagundi,1
3273,manchu kutumbam telugu prajaki devudu icchina goppa varam,1
3274,comedy singers ee vidhamgaa vaallaku oka gurtimpu vachindi,1
3275,manchu kutumbam telugu prajaki devudu icchina goppa varantappadu bharinchalsinde0,1
3276,neenu dryer estha chuudu neenu dryer esthaa chuudu naa dryer siad chudakunte ippesta chuudu,0
3277,anna nijamgaa chaalaa rojula tarvaata manasphuurtigaa navvukunnanu tqu anna keep doing like this,1
3278,anna mea spandhana baagundi,1
3279,rashmikaanteshalu chiraaku naaku,0
3280,chaalaa baagaa chestaaru meeru abhimani aipoyanu meeku,1
3281,saami kaadaa kannah venakaala nuvv cheppina vivarana baagundi…,1
3282,aayana goppavaadani pogidinappudu aayana laagaane meeru kuudaa undaali kadhaa,1
3283,argievy effect walla poori sinimaalu anni dobbai,0
3284,vaadu donga noov yaadava,0
3285,saiko pastor vadulu,0
3286,argievy taruvate everainergve is greater thaan rajamouli or anyon else,1
3287,wine vaallani batti cheppochu argievy kii entha respect istaro vaallu,1
3288,swami nee atitude ardham chesukune maturity ee world kii inca raledhumay bay after 20 years way may get thaat maturity real you aar amazing…,1
3289,nae failures nee kuudaa honest gaa accept chestav anduke nuv gratenormal human beeying kii adhi kudaradu,1
3290,meeru nijamgaa great sir argievy is very great,1
3291,upendra cinema loo hero carrector argievy real carrector same too same,1
3292,pakka salar release 28 sep key prasanth neel ss rajamouli rr key bayapadaley viniki bayapadutada naa lauda,0
3293,jeeva oo vilakshanhamaina natudusserius furious paatrale kaka kaamedeeni kuudaa nootiki noorupaalluu pandinchagala adbhutanatudu,1
3294,ilanti natudu malli puttadu telugu industriiki dorikina aanimutyam maa jeeva saar,1
3295,telugu parisramaku unna manchi natullo jeeva garu okaru,1
3296,mea anchoring super,1
3297,idoka interview naa vaste interview,0
3298,home work chaalaa baagundi,1
3299,kuuti kosam kooti vidyalu,1
3300,sound taaginchi chudala thu dinamma emundira dintlo lanja lae undhi,0
3301,dikku maalina heading lu vedava storylu,0
3302,koja walla number antee send may,0
3303,streelanu veedhiloki lagakandi pawan garu choosthe aayanaki party kii chedda paeru vastundi,1
3304,anna nuvu muddy kadukkokua neellu vrudhaa kaavupolaalaki neeti karuvu vundadu,0
3305,telivigalavaallani anukuntamgaanii kaadu adrushtam emulo edustundi itlanti vaallaki janaalatoo tittinchukunte kaani nidra pattadu,0
3306,number cheppakunda recharge super gaa cheshav,1
3307,nuvu nijamgaane pichodivi,0
3308,tommidi nimishaala veediyo loo 900 comedy super brow neevu…,1
3309,antarinchi potunna aarogyaavantamaina hasyanni tatti lepina satvik,1
3310,kadanna navvi navvi chachipothe evaru responsibility anna super anna,1
3311,prati seen prati shot u mind potundi amma baboy awesome script selection,1
3312,ee veediyo taruvaata neenu nuku pedda abhimani ayyanu brow supur,1
3313,super brother comedy cake 1000 comedy veediyo,1
3314,nuvvu maa paalita devudu anna,1
3315,annaaaa navvi navvi stomach pain vachindi,1
3316,chaalaa baagundi anna,1
3317,super anna nee videos nee maatalu ante naaku chaalaa ishtam anduke nee chhaanal subscribe,1
3318,telamgaana jaati ratnaalu manollu,1
3319,veedu em chestunadu raa ante ii want too understand hiss state of mind kantlo neellochinay navvi navvi devuda,1
3320,kgf manishi ontarivadaina dhairyamgaa paristhithulatho poradi batakagaligenta dhairyam ichhe cinemakantara manishi dhairyavanthudu andaruu unnavadaina muudanammakaala paerutoe manishilo unna dhairyanni naasanam chese cinema,1
3321,halo medam upendra nee takkuvagaa cheyyaku nee news cheppukoleda davada pagalipotundi,0
3322,paan india readyga undu 2023loo tiger entr anna vastunnadu,1
3323,ekkasakka paapaki maatram rendu okesari pettali puku loo manchi kasi meeda vundhi,0
3324,prati seen pratee shatmati potundi lopala awesome,1
3325,last loo sang entha mandi miss ayyaru brow,1
3326,madya madyalo aha sound vaerae levelli aunty ekkada dorikindi brow vadaletldugap ekkuvindi brow,1
3327,vaanchi padidengu brew,0
3328,brow vachava eeroju kuudaa rakunte paperlo vepiddam anukunta vunti,1
3329,enni rojulu ayindi anna nae veediyo chuusi,1
3330,thanni paeru enti id enti chapuu brother,1
3331,daanamlo karnudiki kazin lae natanalo kamalahasan nu minchipoyela,1
3332,return loo bocha nuvvu teesukoni unte super laughter vachedi brow,1
3333,anni icheyalsindi brother onti meeda emi lekunda sigu laenu edava laga,0
3334,idhee oka plan prakaram jariginattu undhi bhale seen,1
3335,navvaleka chacchaanu,1
3336,mind blouvannekumbagaa chesaaru acting iddaru super anuko annana,1
3337,media develop ayyaka prati ammai heroine ani anukoni chese performance trolls kii baagaa upayagapadutunnaayi inni clippings collect chesi oka similar veediyo cheyadam great,1
3338,chaala disappointed mood loo intiki vaccha brow mind anta free ayipoyindi,1
3339,endhi brow idhi neenu bhootulu tidithe serious avutunnaru dheentlo boothulu enjoy chestunnaru lavda gala,0
3340,asalu inglishu sinimaalu lone ilanti padaalu untaayi,1
3341,atlunttadi palanadu titlantte sarrigga deggutam,0
3342,naa ears lonundi blood leak ayindi lanjalu compa loo dylogue vine,0
3343,sivasivaavinalekapotunnaam,1
3344,ee web series meeda cases veddaamendi aa maatalu,0
3345,dengao gaa veediyo,0
3346,ninnu dengestaanu,0
3347,telugu industry naa modda kudavandi raa,0
3348,dandalayya dandalayya mathone nuvvu undaalayya,1
3349,ee vayasulone ilah unnaaru ante aarojullo enni polaalu dunnaro,1
3350,purusha jaati aanimutyam saar meeru,1
3351,meeru devudu ayya inca maa ayushshu poesukoni 1000 samvatsaraalu batakaali,1
3352,kinda mida upu doctor samaram sir thopu,1
3353,meeru devudu saar,1
3354,meeru ee subject loo gaad sir maaku ee subject loo meeru cheppinanta correct clear solution evaru laeru,1
3355,kani ekkuva chesthe alasata weakness body peragaka povadam teenage loo tarvaata kuudaa face paina gaddalu pimples ravadam nizambettar keep it twotri times aaa weakget bussy and focus aan your studies and career guys,1
3356,meeku teliyani vishayaalu antuu undava raaju garu chaalaa chaalaa chakkaga vivarinchaaru you tooblo meeru cheppe videos chuusi paatinchithe chalu prati manishi hayiga aanandamgaa jeevincha vacchu meeru ee samaajaaniki devudu icchina varam,1
3357,saar mimalni chustunte kondanta dairyam vastundi,1
3358,living legend sir meeru,1
3359,vishwak over action anipistundi,0
3360,viswak gaadiki baagaa ekkuvaindiidi manchi paddhati kaadu,0
3361,mea lanty vaadini mosam chesthe vaadu eppatiki paiki raadu saar,1
3362,thanks medam,1
3363,vericosel gurinchi explain cheyandi madam,1
3364,maan vericosyl vunnavaallaki kuudaa count perugutundaa,1
3365,meeru cheppe prati vishamloonuu oka viluvaina ardham untundi bayya neenu hinduvuni ayina intavaraku pavitra bhagwat geetha chadavaledu conny meeru cheppe prati vishayam pavitra bhagwat geetha aadharamgaa cheputunte chadavalanipastundi,1
3366,mammalni eppatnundo motivate chestune untunnav brobaguntavma andari aasisulu teesukuni chaalaa baguntav,1
3367,jai shree krishna chaalaa santosham chaalaa mandiki upayogapade maatalu…,1
3368,chaalaa baagaa chepparu anna modati udaaharana vundhi adhi maatram mamuluga ledhu super asalu,1
3369,clear gaa explain chestaaru chaalaa manchigaa ardham avutundi,1
3370,enti medam idhi meeru ante entha gowravam ishtam ilanti vaallatho meeru interview talanoppi medam vaadu,0
3371,amma krutika eesaari vadi daggaraki vachhe tappudu edainaa marunayudham tho vacchi chaava dengu kesu naa meeda vesukunta bharinchaleka potunnamu,0
3372,vadi mukham addamlo chusuko manu prakash raaju gaari tho matladadu,0
3373,manasika roogi anae paeru vaste list loo fast nee pere untadi dhora,0
3374,mundu veeni interview chestunna channel vaallani tannaali,0
3375,mentel gadini teesuku vacchi koorcho pettukunnaru enti anchor garu,0
3376,kruttika garu vaadine chepu tho kottandi live loo,0
3377,intha picchi ekkada chudaledu,0
3378,yeediki prati kshanam third degree pettali yea sollu poyentavaraku,0
3379,vacchaaruu tikdi tikkoduu,0
3380,veedemma veedi lsgay vaste dhi,0
3381,pichhodini interview enduku chestunnaru may bay trp kosama,0
3382,oreyneeku chetabadi cheppinchina nee abbadalaku aa chetabadi kuudaa ninnu aem cheyaledura,0
3383,shiva garu meekunna opikaki nijamgaa hatsoff…,0
3384,nee interview annitiloo naaku nacchina interview idhi okkate anna,1
3385,oka saamaanya vakti ilanti sthaayiki ravadam chaalaa garvakaranamgaaundi adhi eeroju chudadam chaalaa happyga undhi,1
3386,very funny tirupati language yaasa dimpaadu hay haas very good natural making sense of humour hope too see himm soon inn jabardast,1
3387,6 adugula lothu 2 adugula vedalpu evarikainaa saasvatam,1
3388,shiva gaari smile kii fidami anchoring super sirnenu maccha cheppe answers kante maeru ichhe smile nae chuustuu undipoyanyuyar voice your style of anchoring avesam,1
3389,maccha kii boothulu vaachu kani ladies mundu vaddu anta,1
3390,maccha songs em paadadu aba,1
3391,sivagaaru mea anchoring chaalaa chaalaa bagundisimply superb have aaa brait future…,1
3392,maccha anna loo oka singer unnaadubayataku rappinchandi bayyamacha anna oka famous singer avutaaru,1
3393,shiva anna meeru great chaalaa opikatho interview chesaaru hotsapp anna meeru great ankore,1
3394,cinemalo comedy kante idhi piccha comedy navvi navvi kadupu noppi vachindi real supper veediyo supper interview elantivi inca cheyandeeeeeeeeeeeeee all they best,1
3395,anna kalvakuntla family mottam jail poetaaru ani 15 nelala nundi vintunnamudayachesi jail pampandi lekapothe jail anae mata ettakandi reddy garu,0
3396,dammu unna raaju maa rajanna,1
3397,sanyaasam teesuko tammudu,0
3398,radhakrishna garu aakella raghavendra gaari nee interview cheyandi memu enthagaano eduru chustunnamu,1
3399,odipoyina kuudaa rajagopal reddy komatireddy oka warrier,1
3400,dammunna leader maa rajanna,1
3401,legend rajagopal reddy kalmusham laeni vyakti chaalaa simple manishi,1
3402,aadarsamaina political leader ayithe raajakeeya sanyaasam teesukuntanani chepparu emaindi,1
3403,pedavaallaku apada vaste ventene velli sahayam chese goppa leaders komatireddy brothers dammunna leader rajanna maa balam maa dhairyam maa pranam komatireddy brothers,1
3404,getup seenu acting yentha mandiki nachindi adbhutam super,1
3405,super super super super extra ddari adiripoyindi srinu anna highlet nuvvu,1
3406,nachesav srinu anna love u brow jai megastar,1
3407,srinu gaari getup dylogue super andi auto raam prasad auto punches,1
3408,ee content loo chiranjeevi gaari voice chesunte inca bagundedi skit maatram super,1
3409,maanava roopamlo vunna devudu mana megastar,1
3410,srinu nee acting adiri poyindi,1
3411,getup sheenu vaav super maan megastar body language yass eat iss dinchesavu super,1
3412,enti poori nuvvu entha nouledge gain chestavu,1
3413,saami kaadaa kannah venakaala nuvv cheppina vivarana baagundi,1
3414,life loo okashree ina kalavli darling ninnu,1
3415,jungle naa kodaka aa maatallo entha ardham undandi,0
3416,shiva anna nuvvu entha try chesina shay didint loose hear confidence and atitude,1
3417,geetha garu ee okka interview tho meeku diehard fyaan aipoya,1
3418,neenu ii stage raavadaaniki kaaranam ii stage vesinolla,1
3419,dini chusatey chalu nadi solla legisipotundi,0
3420,nuv miah khalifa naa sarai pedda figure needi,0
3421,sarai nee mingalra,0
3422,kandaluonpusompulu beauty and strength vunnantasepumanam ennaina matladatam avi odalipoyina faded out telusukunna taruvaata appudemy migaladu sarayuu,0
3423,big bass show nundi murry erlega vellatam konchem nirutsaaham kaliginchindielimineshan kii smoking mukhya kaaranam anipinchindi,1
3424,deendi lengthbreadtheupthub baguntundisundlu superb,0
3425,pelli meeda naaku chaalaa dreams respect vundedi itlanti interviews chusinappudalla pelli chesukokunda vundadame manchidi anipistundi,1
3426,paatrala kathanam spashtamgaa vivarinchabadindi kabatti neenu ps1 cinema chuustaanu,1
3427,cinema chusina daanikannaa meeru cheppindi baagaa ardham ayyindi medam,1
3428,chaalaa chakkaga tikamaka lekunda navala meeda cinema meeda aasakti perigela vivarinchaarudhanyavaadaalu,1
3429,ippuduu unnaa yuvata andaruu chaduvukunna vaaru adhikara party lanu tittatam kannah manam adhikaram loki vaste emm chestam elaa chestam chebite yuvata aalochistaaru,0
3430,very nice bjp nee tarimi dengandi telangan nundi,0
3431,sky kohili valle india semis kii vachindi,1
3432,krishna garu bratakalima chinnappati nundi chustunnamenno sinimaalu,1
3433,​navtunava potty noodles chalu raa ii janmaki,1
3434,goodmarning too happy sandey,1
3435,jai shahnashanam chestunnadu,0
3436,modi thala vanchutaamu ani modi mundu thala vanchi vinnapam chestunnadu jagan,1
3437,ee arachakalu aapagalige drukpatham unna nayakudu kevalam pawan kalyan garu matrame,1
3438,kaavaali jagan ravali jagan ani oo esaarugaa otlu dimputunnada prati roojuu baagaa,1
3439,annee prabhutva vyatiraeka vaartale samanyudi kii ee vaartalu chusteaatma hatye saranyam anipistundi,1
3440,annee prabhutva vyatiraeka vaartale samanyudi kii ee vaartalu chusteaatma hatye saranyam anipistundi,1
3441,dopidikosame anna jeevinchedi dopide jeevita lakshyam,1
3442,pillala niyantrana bhaaratku ento avasarammail or fimail evarayinasare aadhar aadharamgaa okka bidda matrame vundaali,1
3443,0 pellillu chesukoni padimandini kanakudadujanabha yinka perigithe yinti sthalaalu chalavu,1
3444,aahaarapadaardhaalu chalavuprakruti kuuda sahakarinchutaleduyidi central government chetilopani,1
3445,pawan okkasaariavakaasamevvandi evvandiannaduesthe enkomudupellilluchesu,1
3446,bobber azam gaadu gobar gudda langaa haha lanja meeda rape cases undhi,0
3447,paakistaanii fance maeru erri pukulu ayyaru naaku adhi challu,0
3448,neevalla eekamukka kuudaa avvadu pawan babu velli shootings chesukovellu,1
3449,shree chaitanya jal pedda jaffa gaalu modda gaalaku emi raadu mulla buildup,0
3450,maa jaganu attu kudda pikalarru meeru mothamu kalise vachinnaaliyan is jaganupiges group is babu pavanu lokesh,1
3451,deshaanni janabha bhaarinundi rakshinchandi mahaprebhoyidimodigariki saadhyapadutundi,1
3452,yudi navinnapamu matrame bhavishyatlo biddalu baadhalu padakudadane vuddesamuto naavinnapamutappayite kshaminchamani vinnapam,1
3453,janaabhaperegutunaruvupadareghya,1
3454,rajakeyaluhameraverakun,1
3455,jagananna pedha prajalaki kanchamulu anni rakaalu vantakaalu vaddinchi tinandi ani pallemlo petty pedha prajalu andistunte adhi padivela kuu nachatledu ani ekkada marichipotaaru ani cheppi panikimaalina maatalu cheppi janamuloki vastunnaaru veellaki jagan annaki jagamanta kutumbam ani veellaki kanipinchatledu veellaku thodu china pillalu mind mature avvani pillalu ee paarteelo tirigi aa bhavi shyattuni bhavishyattu paadu,1
3456,pratipakshaalu saamaanyudini edaganivvaru pedha prajalaki illulu kadutunte ippudu vaallu vacchi elaa kadutunnaru chuustaarata ngaa undhi athani nunchi pedha prajalaki illa pattalu pampinhee cheyadaaniki veelu ledantu aayana stages kuurchunnaadu ante itanu kampu cheyadaaniki prayatninchestunnadu jagananna labdhidaarulu ituvantivi jariginappudu bayataku vacchi mea taluka manasulo unde maatanu vaallaki teliyaparachandi,1
3457,jagan anna nee gothu elaa vuntahi ante notlo pasipoyi modda stuck ayitaadu vuntadi,0
3458,pavala gaadu kaavalani ravadam tarvaata godavalu sustinchadam vellipovadam,1
3459,pawan kuparuvupotame nitikietirekangaporadutuna ayanakumachidikadu jagan nilantodukadu jagan devudulantivadu,1
3460,ekanth sindhe gaadu lanjala kappa leader,0
3461,bjp kii siggu saaram lanja paruvu emi ledhu,0
3462,dattaputrudiki inca siggu raaledu,1
3463,shammi vaadu vadi erri puku fielding,0
3464,vaadini asla remove cheshi dengaali cm nundi,0
3465,idhe chaitanyam ante tiragabadam ante idhe ammapettadu adukkutinanivvadu ante idhe,1
3466,enduku ee kalikaalamlo ilah tayaarayyaaru ee paarteelo vaallu manchi jarugutunte chudalekapotunnara entra idhi orey pawan nuvvu sarvanaasanam ninnu prothsahistunna chandrababu nayudu anae vaadu already bully tho chestunnadu rojuku roeju,1
3467,janaalu telivaina vaallu kabatte ilah tiragabaddaaru,1
3468,memu prajalaki falaanaadi chestamani cheppukoni prajalloki ravali yea bokka ledhu vacchi aem peekutaaru,1
3469,chaalaa chakkaga buddhi chepparu akkalu,1
3470,kaneesam media munduku vacchi oka press meat kuudaa pettaleni vaadu ee pavala,1
3471,jagan kii alaane gudda loo road dimpali public,0
3472,clarity lakunda vastaa elaa naa vuntundi,1
3473,modi kii muslim gaalu eppudo pelechi dengutaaru,0
3474,dattaputrudiki inca siggu raaledu,1
3475,eknath kicheppu tho dengaali,0
3476,dhee chaitanyam ante tiragabadam ante idhe ammapettadu adukkutinanivvadu ante idhe,1
3477,enduku ee kalikaalamlo ilah tayaarayyaaru ee paarteelo vaallu manchi jarugutunte chudalekapotunnara entra idhi orey pawan nuvvu sarvanaasanam ninnu prothsahistunna chandrababu nayudu anae vaadu already bully tho chestunnadu rojuku roeju,0
3478,janaalu telivaina vaallu kabatte ilah tiragabaddaaru,1
3479,memu prajalaki falaanaadi chestamani cheppukoni prajalloki ravali yea bokka ledhu vacchi aem peekutaaru,1
3480,kaneesam media munduku vacchi oka press meat kuudaa pettaleni vaadu ee pavala,1
3481,sikogallu tho jaagruta,0
3482,moorkulani evaru emi cheyaleru,1
3483,aadoka party vadoka nayakuda villoka kaaryakartalu,1
3484,eeppudu nuvvu yentha chesina janaallaki vellina niku minus,0
3485,sanka naaku raa poppy gaa chen dhi,0
3486,idhe chaitanyam ante tiragabadam ante idhe ammapettadu adukkutinanivvadu ante idhe,1
3487,janaalu telivaina vaallu kabatte ilah tiragabaddaaru,1
3488,appudu saiko gaallaku sammaga undhi,0
3489,memu prajalaki falaanaadi chestamani cheppukoni prajalloki ravali yea bokka ledhu vacchi aem peekutaaru,1
3490,kaa pall kii picchi pettindi modda vaadu enti leader,0
3491,ekkada stop chesado akkade kottestaadu virat bhai kii telusu othidi elaa thattukovaalo,1
3492,73 century avutundi,1
3493,okati maatram nizam kohli la shraddha ankita bhaavam nirantara sharma ottidini jayinchadam ivanni neti yuvataki aadarsam yuva aatagallu kii kohli oka role model,1
3494,king anae vaadu okkade untaadu vaadu ekkadunna kingi,1
3495,king ekkada unna king kii eppudu neenu phone,1
3496,king iss back,1
3497,chaalaa baagaa cheppaarubhagavadgeeta gurinchi chebutuu chaalaa baagaa explain chesaaru,1
3498,unna tamaina jeevitaaniki bhagwan shree krushnudu chuupina maargamunu chaalaa chakkaga vivarinchinaaru meeku dhanyavaadamulu,1
3499,krishnam vandhe jagadgurum,1
3500,chaalaa manchi veediyo anna,1
3501,sound rakunda kottukondi,0
3502,samsthalu amminava,0
3503,reyy neeku neerpinchi vaanni dengala fast gudda moosukoni school velli chaduvuko erri pushpam gaanee panulu cheyaddu,0
3504,anchor enti bayya exposing,0
3505,monna chuste curry pilla lae undhi ippudu todalaki makeup vesindi anukunta,0
3506,mahanubhavudivi saar nuvvu medam garu miko namaskaram iddaru saripoyaaru nijaanni nirbhayamga,0
3507,mallareddy ante famous anduke ippudu nuvvu dachukunna akrama aastulanu it adhikaarulu nundi elaa tappinchukuntaaru,0
3508,bongule government venakaala unte vanda cheppochu,0
3509,petestunnaru pettadu petesadu,0
3510,puttadame west anukunte malli ivanni enti,0
3511,palammina poolamina inca nayam poo ammina unley,0
3512,papa home loo neella tank loo neellu levanukunta,0
3513,naenuu rendu try chesaanu sammaga undhi,0
3514,neenu roojuu anasuyanu uhinchu kuntu kodutunna,0
3515,neelantollu palammina vaallu chaalaamandi unnaaru vaallaki enduku ravadam ledhu adrushtam anni donga panulu chesinav,0
3516,neeku entha node dhoola undhi kabatte nee inti meeda daadi chesaaru,0
3517,neeku asalu unte kadhaa raa siggu neetho kuudaa chestademo ippudu chi,0
3518,nijamgaane ee papa thoda chaalaa chaalaa baagundi,0
3519,naa ventruka peekalevani ee sabha mukhamgaa chebutunnanu,0
3520,telugu boy friend kawali,0
3521,taata neeku 60 papa key 25yendira maaku ee daridram,0
3522,jagan koo kulam matam praantaala madhya chicchu petty chalimanta kaachukone dandupalyam batch,0
3523,kaamaaniki kallu laevu,0
3524,kashtapade vaallani kashtapettindu,0
3525,edho pettedani lekha adigindi,0
3526,ekkadaki poyandi ee mahila commission,0
3527,yea hero ayina paatalo dance cheyyochu kani nter natistaadu kaadu jeevistaadu ani rujuvu ayindi,0
3528,evarthira idhi dishti bommaki guddalesinattundadi,0
3529,ee anil gaadu jagan kosam vaalla family kosame janaalaki maatram anyayam jarigithe pattinchukoru annamata,0
3530,idhi red light arialodi anukunta,0
3531,idhi frankness nee bonda anagarikam sabhyata samskaaram laeni oka saiko veedu guhallo jeevinchaalsina vaadu,0
3532,ituvanti teerpulu ilanti valle cheppagalaru nammina tv yajamaanuluku dhanyavaadaalu,0
3533,intha karuvulo unnarentira,0
3534,aadu chuusi chuusi roja pakkana kurchuntademe anukunna,0
3535,adani ambaaneelanu adige dammundira meeku lafoot,0
3536,adige vedavallara aniil ambani tandri beechhilo vadapav ammukunnadu adhi telusaameeku,0
3537,andaruu kashtapadataru vaallu tinadaaniki undadaaniki saripotundi kashtam paeru cheppu neelaga durmaargaalu chese valle paiki vastaaru,0
3538,venuka nundi baagaa pettinchukuntundi,0
3539,vaeli metro station loo padeyandi,0
3540,veediki inca pani em ledhu anukunta bokkalo choreography,0
3541,vaadu dhenikey fill avadu roo vaadu em cheputado adinikey nuvvu fill avalku,0
3542,teesukelli railway station loo padeyandi,0
3543,super metro loo job vachesinatte,0
3544,sollu pucca anta solluu,0
3545,sadhuvu rakapothe kanisam mimic chesukuni edho oka railway station loo work cheyyochu,0
3546,romance kuudaa cheyyandi siggu lekunda,0
3547,argievy tho kalisi vainvodkaram inca chaalaane chestundi brow,0
3548,reyy evvarra meeru anta,0
3549,ray addamina vaallani judges chesi paapam shekhar master value teesunnaru,0
3550,raamu inner peeling night kii gunta tho dengulaata kii set aipoindi,0
3551,ramakrishna garu tappa migilina chillara edavalni pettaru judge lu gaa,0
3552,raa neenu peduta ekkada kavalante akkada,0
3553,raa nae akaa chaaputho danguta laanaa naa kodaka,0
3554,poraa pilla pucca,0
3555,poo raa ray poo raa edava sodhi ekkuvaipotundi insta loo,0
3556,pakkana una athanu kaar driver anukunta anduke face choopincha ledhu dini malli lover ani cutting gue,0
3557,next stop ameerpeta talupulu edama vaipuna teruchukuntaayi,0
3558,nuv chance isthe vaadu nee mokam midane kottestade,0
3559,nu argievy tho denginchuko,0
3560,nae expressions gudda nee dengaa nae paatalu gudda nee denga,0
